Session Title,Player Name,Minutes Played,Split Name,Tags,Distance (miles),Sprint Distance (yards),Power Plays,Energy (kcal),Impacts,Hr Load,Time In Red Zone (min),Player Load,Top Speed (mph),Distance Per Min (yd/min),Power Score (w/kg),Work Ratio,Hr Max (bpm),Distance in Speed Zone 1 (miles),Distance in Speed Zone 2 (miles),Distance in Speed Zone 3 (miles),Distance in Speed Zone 4 (miles),Distance in Speed Zone 5 (miles),Time in Speed Zone 1 (secs),Time in Speed Zone 2 (secs),Time in Speed Zone 3 (secs),Time in Speed Zone 4 (secs),Time in Speed Zone 5 (secs),Impact Zones: 3 - 5 G (Impacts),Impact Zones: 5 - 10 G (Impacts),Impact Zones: 10 - 15 G (Impacts),Impact Zones: 15 - 20 G (Impacts),Impact Zones: > 20 G (Impacts),Power Play Duration Zones: 0 - 2.5 s (Power Plays),Power Play Duration Zones: 2.5 - 5 s (Power Plays),Power Play Duration Zones: 5 - 7.5 s (Power Plays),Power Play Duration Zones: 7.5 - 10 s (Power Plays),Power Play Duration Zones: > 10 s (Power Plays),Distance in Deceleration Zones: 0 - 1 m/s/s (miles),Distance in Deceleration Zones: 1 - 2 m/s/s (miles),Distance in Deceleration Zones: 2 - 3 m/s/s (miles),Distance in Deceleration Zones: 3 - 4 m/s/s (miles),Distance in Deceleration Zones: > 4 m/s/s (miles),Time in Deceleration Zones: 0 - 1 m/s/s (secs),Time in Deceleration Zones: 1 - 2 m/s/s (secs),Time in Deceleration Zones: 2 - 3 m/s/s (secs),Time in Deceleration Zones: 3 - 4 m/s/s (secs),Time in Deceleration Zones: > 4 m/s/s (secs),Distance in Acceleration Zones: 0 - 1 m/s/s (miles),Distance in Acceleration Zones: 1 - 2 m/s/s (miles),Distance in Acceleration Zones: 2 - 3 m/s/s (miles),Distance in Acceleration Zones: 3 - 4 m/s/s (miles),Distance in Acceleration Zones: > 4 m/s/s (miles),Time in Acceleration Zones: 0 - 1 m/s/s (secs),Time in Acceleration Zones: 1 - 2 m/s/s (secs),Time in Acceleration Zones: 2 - 3 m/s/s (secs),Time in Acceleration Zones: 3 - 4 m/s/s (secs),Time in Acceleration Zones: > 4 m/s/s (secs),Distance in Power Zone: 0 - 5 w/kg (miles),Distance in Power Zone: 5 - 10 w/kg (miles),Distance in Power Zone: 10 - 15 w/kg (miles),Distance in Power Zone: 15 - 20 w/kg (miles),Distance in Power Zone: 20 - 25 w/kg (miles),Distance in Power Zone: 25 - 30 w/kg (miles),Distance in Power Zone: 30 - 35 w/kg (miles),Distance in Power Zone: 35 - 40 w/kg (miles),Distance in Power Zone: 40 - 45 w/kg (miles),Distance in Power Zone: 45 - 50 w/kg (miles),Distance in Power Zone: > 50 w/kg (miles),Time in Power Zone: 0 - 5 w/kg (secs),Time in Power Zone: 5 - 10 w/kg (secs),Time in Power Zone: 10 - 15 w/kg (secs),Time in Power Zone: 15 - 20 w/kg (secs),Time in Power Zone: 20 - 25 w/kg (secs),Time in Power Zone: 25 - 30 w/kg (secs),Time in Power Zone: 30 - 35 w/kg (secs),Time in Power Zone: 35 - 40 w/kg (secs),Time in Power Zone: 40 - 45 w/kg (secs),Time in Power Zone: 45 - 50 w/kg (secs),Time in Power Zone: > 50 w/kg (secs),Time in HR Load Zone 0% - 60% Max HR(secs),Time in HR Load Zone 60% - 75% Max HR (secs),Time in HR Load Zone 75% - 85% Max HR (secs),Time in HR Load Zone 85% - 96% Max HR (secs),Time in HR Load Zone 96% - 100% Max HR (secs),Accelerations Zone Count: 0 - 1 m/s/s,Accelerations Zone Count: 1 - 2 m/s/s,Accelerations Zone Count: 2 - 3 m/s/s,Accelerations Zone Count: 3 - 4 m/s/s,Accelerations Zone Count: > 4 m/s/s,Deceleration Zone Count: 0 - 1 m/s/s,Deceleration Zone Count: 1 - 2 m/s/s,Deceleration Zone Count: 2 - 3 m/s/s,Deceleration Zone Count: 3 - 4 m/s/s,Deceleration Zone Count: > 4 m/s/s
Kalamazoo,E,6,game,game,0.5703,38.0893,4,114.4695,0,0,0,52.9967,12.7059,10.4825,0.751,4.2016,0,0.0755,0.2624,0.2107,0.0216,0,5421.8,224.6,92.5,6.5,0,27,0,0,0,0,0,3,1,0,0,0.2289,0.0465,0.0119,0.005,0.0004,525.6,35.4,7,2.5,0.3,0.217,0.0519,0.0072,0.0013,0,5126.1,41,6.3,1.2,0,0.1043,0.1229,0.1549,0.1065,0.0464,0.0192,0.0084,0.005,0.0012,0.0006,0.001,5460.3,113.5,87.6,49.4,19.7,8.2,3.3,2.1,0.5,0.2,0.6,5745.2,0,0,0,0,0,32,17,4,1,0,33,10,3,3
Kalamazoo,Q,82,game,game,5.8848,62.1881,31,1243.2514,0,0,0,426.1364,14.5452,106.9778,7.4619,42.5569,0,5.2263,0.4452,0.178,0.0314,0.004,5578.3,163.9,57.3,8.9,1,169,0,0,0,0,0,14,13,4,0,2.4145,0.4243,0.1162,0.0313,0.0089,2427.4,302,73.5,18.9,4.9,2.3493,0.4697,0.0623,0.008,0.0001,2555.3,363,55.2,9.1,0.1,1.0481,1.6815,1.5444,0.9804,0.4011,0.1366,0.0559,0.0236,0.0072,0.0028,0.0032,2536.4,1663.1,884.6,451.3,173,60,24.4,10.6,3.3,1.4,1.3,5809.2,0,0,0,0,0,275,152,32,2,0,234,133,61,19
Kalamazoo,A,0,game,game,0.2366,0,0,36.2596,0,0,0,88.9424,9.9619,4.3008,0.256,0.1756,0,0.1979,0.0278,0.011,0,0,5770.4,34.3,4.6,0,0,1,0,0,0,0,0,0,0,0,0,0.1225,0.0054,0.0014,0,0,2428.9,8.6,1.1,0,0,0.1018,0.0055,0,0,0,3358.8,11.7,0.2,0,0,0.2147,0.0065,0.005,0.0072,0.0017,0.0004,0.0007,0.0003,0,0,0,5794.8,6.9,2.8,3.3,0.9,0.2,0.3,0.1,0,0,0,5809.3,0,0,0,0,0,3,0,0,0,0,1,2,0,0
Kalamazoo,O,50,game,game,3.8032,508.0004,34,566.1872,0,0,0,282.75,15.9669,69.137,5.0344,26.0733,0,0.4234,1.8917,1.1994,0.2757,0.0129,3415,1798.7,514.8,78,2.9,54,0,0,0,0,0,17,10,6,1,1.503,0.32,0.1038,0.0325,0.0112,2289.1,227.7,62.7,16.8,5.3,1.4079,0.324,0.0826,0.016,0.0022,2873.5,252.9,65.2,14,2.2,0.7269,1.0009,0.7819,0.6208,0.3,0.1611,0.0909,0.0562,0.0238,0.0161,0.0246,3822.8,990.5,452.4,281.9,120.1,60.3,34,20.6,9.5,6.7,10.6,5809.2,0,0,0,0,0,135,122,37,14,0,143,101,40,21
Kalamazoo,I,32,game,game,2.3955,270.0703,26,353.2861,0,0,0,181.6069,15.8575,43.5474,3.1413,15.7194,0,1.9473,0.1715,0.1233,0.0957,0.0578,5666.1,63.2,39,26.9,14.2,81,0,0,0,0,0,13,9,2,2,0.9264,0.2006,0.0612,0.0202,0.0036,1092.4,134.6,31.8,10.2,1.9,0.9233,0.2099,0.0433,0.0058,0.0011,4353,146.7,32.1,5.6,1.1,0.5255,0.5451,0.5204,0.325,0.2046,0.12,0.0825,0.0397,0.0174,0.0087,0.0066,4658.3,523.4,300.6,150.1,77.3,41.2,30.1,14.9,6.9,3.5,3.1,5809.2,0,0,0,0,0,104,64,18,6,0,97,49,27,8
Kalamazoo,R,8,game,game,0.7075,168.0813,9,123.3314,0,0,0,47.4755,17.8261,38.8492,2.795,13.8727,18,0.0785,0.3598,0.1737,0.0853,0.0102,1473.8,349.1,73.8,24.3,2.2,3,0,0,0,0,0,2,5,2,0,0.2692,0.0624,0.0166,0.0064,0.0009,330.2,40.6,10.1,4,0.5,0.2763,0.0621,0.0119,0.0011,0.0006,1482,46,8.3,1.1,0.4,0.1443,0.1861,0.1338,0.0812,0.0756,0.0337,0.0205,0.011,0.0097,0.0059,0.0055,1563.8,187.8,78,37.2,27.5,12.1,6.6,3.5,3,1.9,1.8,1923.2,0,0,0,0,0,31,13,2,2,0,26,9,9,4
Kalamazoo,N,6,game,game,0.7089,55.6866,9,144.9703,0,0,0,82.6968,15.9023,12.997,0.9237,4.5016,0,0.5586,0.082,0.0366,0.018,0.0136,5709.9,30.2,11.7,5.1,3.3,26,0,0,0,0,0,6,2,1,0,0.3023,0.0541,0.0145,0.0046,0.0003,1277.9,36.2,8,2.6,0.2,0.2647,0.0531,0.0134,0.0018,0.0001,4385.9,38.4,9.4,1.5,0.1,0.1724,0.1567,0.1308,0.1157,0.0605,0.0328,0.0146,0.0106,0.0074,0.0042,0.0032,5432.2,154.5,73.9,49.1,23.6,11.8,5.5,3.9,2.8,1.7,1.2,5760.2,0,0,0,0,0,23,15,3,3,0,24,13,7,1
Kalamazoo,X,0,game,game,0.1563,0,0,26.8301,0,0,0,90.0768,2.7191,2.8419,0.1631,0,0,0.1408,0.0156,0,0,0,5786.9,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822,0.0016,0,0,0,2539.5,3.8,0,0,0,0.0718,0.0008,0,0,0,3261.3,4.8,0,0,0,0.1542,0.0021,0,0,0,0,0,0,0,0,0,5806.5,2.9,0,0,0,0,0,0,0,0,0,5809.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kalamazoo,G,31,game,game,2.3414,183.9146,25,392.531,0,0,0,199.5442,16.4044,43.2872,3.0915,16.5097,0,1.9588,0.1732,0.1049,0.045,0.0595,5588.2,63.6,33.3,12.6,14.7,38,0,0,0,0,0,16,5,4,0,0.9414,0.1798,0.056,0.0171,0.0053,2274.4,124.3,30.9,9.2,2.4,0.9025,0.1919,0.0404,0.0059,0.0011,3094.2,141.4,30,4.7,0.9,0.4887,0.6676,0.4747,0.3022,0.1882,0.0978,0.0479,0.0344,0.015,0.0095,0.0154,4490.8,654.7,273.9,136.1,76,36,18.2,12.2,5.1,3.3,6.1,5712.2,0,0,0,0,0,92,61,12,5,0,91,40,21,10
Kalamazoo,C,90,game,game,6.9106,136.9834,36,1217.9314,1,0,0,548.9705,16.2055,125.6261,8.8605,58.2212,0,6.1418,0.4736,0.2174,0.0562,0.0216,5544.4,174.5,69.4,15.9,5.2,539,1,0,0,0,0,21,10,2,3,2.8345,0.5247,0.1203,0.0328,0.0076,2467.5,350,72.5,17.8,3.8,2.7791,0.4939,0.0969,0.0191,0.0016,2444.7,359.5,75.4,16.2,2,0.7787,2.3669,1.9039,1.0522,0.4405,0.1758,0.0869,0.0468,0.0229,0.0134,0.0225,1672.9,2212.2,1097.7,485.9,184.4,73.7,36.9,19.4,10,6,10.3,5809.2,0,0,0,0,0,381,171,50,9,0,359,158,52,18
Kalamazoo,B,9,game,game,0.741,73.7509,4,129.3442,0,0,0,74.7243,14.416,13.4712,0.941,4.1847,0,0.1844,0.3661,0.1486,0.0415,0.0004,5370,363.4,63.9,11.8,0.1,18,0,0,0,0,0,1,2,1,0,0.3114,0.0511,0.0132,0.0052,0.0038,1032.8,43.1,8.7,2.7,1.8,0.2878,0.0548,0.0122,0.0012,0.0004,4656.5,53.4,8.9,1,0.3,0.2611,0.1964,0.1191,0.0653,0.042,0.0253,0.0137,0.0083,0.0042,0.0034,0.0022,5475.7,194.1,71.1,30.1,16.7,9.3,5.3,3.1,1.6,1.3,0.9,5809,0,0,0,0,0,38,23,6,1,0,25,14,4,6
Kalamazoo,F,90,game,game,3.1698,6.3342,1,564.9975,2,0,0,199.3294,13.0738,57.6236,3.7162,12.7436,0,3.1393,0.0228,0.0041,0.0036,0,5798.4,8.5,1.3,1,0,17,1,0,0,0,0,1,0,0,0,1.5545,0.1244,0.0202,0.009,0.0053,2778,132.2,15.8,5.8,2.7,1.3116,0.1215,0.0194,0.0029,0.0011,2684.8,164.3,20.9,3.5,1.2,1.7015,1.0141,0.2984,0.0961,0.0292,0.0153,0.0058,0.004,0.0018,0.0016,0.002,4475.3,1058.8,190.6,52.5,16.4,7.9,3,2,0.9,0.8,1,5809.1,0,0,0,0,0,122,40,10,3,0,104,36,17,8
Kalamazoo,M,90,game,game,5.4522,560.9913,48,862.1643,3,0,0,396.4444,17.1202,99.1145,7.0165,34.9709,0,0.6534,2.9105,1.5696,0.2838,0.0349,2157.7,2876.6,685.6,81.9,7.6,222,3,0,0,0,0,31,11,4,2,2.204,0.4125,0.108,0.0378,0.0144,2495.6,297.9,65.5,20.6,7.1,2.1569,0.406,0.0937,0.0174,0.0015,2524.6,312.1,70.3,14.4,1.3,1.2929,1.4544,1.1743,0.7401,0.3761,0.1694,0.1095,0.0513,0.0284,0.0225,0.0334,3030,1459.7,671.6,338.9,152.1,65.9,40.1,19.1,10.8,8.3,12.9,5809.2,0,0,0,0,0,206,128,45,4,0,210,107,50,26
Kalamazoo,P,63,game,game,3.8948,166.2812,27,691.9012,3,0,0,244.5477,15.788,70.8023,4.8856,24.8051,0,3.4408,0.2402,0.1193,0.045,0.0495,5658.4,88.3,37.9,12.7,12,76,3,0,0,0,0,19,5,2,1,1.6771,0.2347,0.0558,0.0218,0.0132,1929.2,166.8,33.1,11.3,6.5,1.5853,0.2479,0.0459,0.0118,0.0012,3426.8,187.4,36.9,10.3,1,0.9834,1.147,0.8382,0.4704,0.2138,0.1106,0.0573,0.0339,0.0159,0.0107,0.0135,3780.5,1150.9,483.3,214.7,86.5,42.1,21.9,13.2,6.4,4,5.8,5809.2,0,0,0,0,0,139,77,22,7,0,134,57,27,21
Kalamazoo,J,27,game,game,2.2343,149.4145,25,438.1864,3,0,0,182.7148,15.5444,40.6159,2.8821,17.4527,0,1.8425,0.2021,0.1048,0.0634,0.0215,5678.7,74.1,33.4,17.8,5.4,43,3,0,0,0,0,13,10,1,1,0.8933,0.1756,0.0563,0.0152,0.0034,2155.4,119.5,32.3,8.1,1.9,0.8686,0.177,0.0386,0.0055,0.0008,3324.9,134.5,27.5,4.5,0.8,0.3947,0.8084,0.3593,0.302,0.1682,0.0928,0.0482,0.0276,0.0134,0.0103,0.0093,4545.1,781.6,208.1,131.5,64.5,35.5,19,10.8,5.4,4.1,3.8,0,0,0,0,0,0,85,48,19,5,0,74,43,23,8
Kalamazoo,S,90,game,game,5.9768,427.9788,51,1101.4694,2,0,0,400.3883,16.5634,108.6506,7.6649,45.3952,0,5.1236,0.3531,0.2569,0.1613,0.0819,5532.5,129.6,81.6,45.4,20.1,168,2,0,0,0,0,28,14,7,2,2.259,0.4652,0.1488,0.0382,0.01,2349.3,327.1,88.3,19.8,5.1,2.5177,0.4411,0.0814,0.0128,0.0026,2617.1,330.6,58.7,10.7,2.5,1.0591,2.0738,1.2607,0.6985,0.4109,0.2025,0.117,0.0654,0.039,0.0241,0.0258,2399.3,2023.2,734.1,319.1,157.5,75.4,43.2,24.4,13.5,8.7,10.8,5809.3,0,0,0,0,0,262,120,38,8,0,223,137,60,20
Kalamazoo,H,52,game,game,3.807,206.7349,26,619.3279,0,0,0,300.7604,16.4242,69.2071,4.8747,26.9223,0,3.3019,0.2754,0.1123,0.0574,0.0601,5641.3,101.6,35.9,16,14.5,95,0,0,0,0,0,12,9,4,1,1.5554,0.2875,0.0745,0.0223,0.0071,2504,217.2,46,11.5,3.3,1.5142,0.284,0.0535,0.0069,0.0016,2743.4,230.5,44.9,6.7,1.8,0.7432,1.067,0.944,0.5665,0.2193,0.1164,0.0702,0.0315,0.0214,0.0148,0.0127,3778.3,1035.7,546.4,259.1,91,43.4,24.9,11.4,8.4,5.2,5.5,5809.2,0,0,0,0,0,170,85,17,9,0,144,85,34,14
Kalamazoo,V,90,game,game,5.9488,212.7257,28,1061.7367,1,0,0,472.2225,15.3903,108.1418,7.6089,44.175,0,5.3669,0.3106,0.1504,0.0761,0.0448,5614.5,114.5,47.9,21.3,11.2,240,1,0,0,0,0,12,12,3,1,2.4287,0.4898,0.1128,0.0242,0.0052,2470.6,367,69.9,13.8,2.5,2.3544,0.4365,0.0815,0.0133,0.0023,2433.8,365.7,71.4,12.3,2.4,1.1934,1.8789,1.4783,0.7645,0.3256,0.1446,0.0752,0.0399,0.0204,0.0124,0.0155,2538.7,1775.7,874.5,358.9,137.5,57.1,30.1,16.1,8.5,5.1,7.2,5809.2,0,0,0,0,0,328,163,42,11,0,317,148,58,11
Kalamazoo,K,90,game,game,5.5193,198.184,46,1002.0213,2,0,0,387.6103,16.643,100.3338,7.0753,37.6958,0,4.8586,0.342,0.2061,0.0773,0.0353,5587.8,125.5,65.8,21.7,8.6,91,2,0,0,0,0,34,9,2,1,2.3009,0.415,0.1015,0.0338,0.0067,2609.4,281.2,59.1,18.5,3.4,2.1185,0.4469,0.0818,0.0132,0.0011,2429.6,335.2,60.2,11.7,1.1,1.2186,1.6948,1.1931,0.6867,0.3694,0.1619,0.0807,0.0477,0.0285,0.0171,0.0208,2831.8,1665.6,696.6,317.4,154.3,66.1,32.5,18.4,11.4,6.4,8.9,5809.2,0,0,0,0,0,259,137,41,4,0,255,113,48,16
Kalamazoo,L,83,game,game,5.4777,145.8613,28,938.5763,5,0,0,401.7448,15.4002,99.578,7.0416,41.6463,0,5.0007,0.2777,0.1164,0.0571,0.0258,5647.7,102,37.2,16.1,6.4,134,4,1,0,0,0,19,7,2,0,2.2542,0.429,0.1214,0.0307,0.0076,2369.6,319.4,80.2,17.3,4.4,2.1162,0.4125,0.0877,0.017,0.0016,2574.7,348.3,76.3,17,2.2,0.9869,1.7394,1.4908,0.7078,0.2705,0.1326,0.0625,0.0365,0.0277,0.0134,0.0098,2679,1683.2,868.4,338.1,120.1,56.4,26.4,15,11.4,6.4,5,5809.2,0,0,0,0,0,263,154,55,8,0,234,144,58,20
Kalamazoo,E,,all,game,0.7662,38.0893,4,147.6416,0,0,0,69.0876,12.7059,11.0657,0.7611,3.609,18,0.1644,0.3695,0.2107,0.0216,0,6856.6,356.6,92.5,6.5,0,27,0,0,0,0,0,3,1,0,0,0.3286,0.0496,0.0123,0.005,0.0004,820.8,42.3,7.5,2.5,0.3,0.3081,0.0536,0.0073,0.0013,0,6384.8,46.2,6.6,1.2,0,0.2416,0.1811,0.1553,0.1065,0.0464,0.0192,0.0084,0.005,0.0012,0.0006,0.001,6962,178.2,88,49.4,19.7,8.2,3.3,2.1,0.5,0.2,0.6,7312.3,0,0,0,0,0,35,17,4,1,0,33,10,3,3
Kalamazoo,Q,,all,game,6.1156,62.1881,31,1286.0103,0,0,0,451.4474,14.5452,87.2715,6.0593,33.7829,0,5.4571,0.4452,0.178,0.0314,0.004,7169.1,163.9,57.3,8.9,1,169,0,0,0,0,0,14,13,4,0,2.5307,0.4294,0.1165,0.0313,0.0089,2933.3,310.2,73.9,18.9,4.9,2.4541,0.4742,0.0624,0.008,0.0001,3622.4,371.7,55.7,9.1,0.1,1.2123,1.7306,1.5538,0.9875,0.4022,0.1366,0.0559,0.0236,0.0072,0.0028,0.0032,4063.9,1716.7,890.1,454.9,173.6,60,24.4,10.6,3.3,1.4,1.3,7400.3,0,0,0,0,0,277,153,32,2,0,238,133,61,19
Kalamazoo,A,,all,game,0.4016,0,0,61.3614,0,0,0,112.6315,9.9619,5.7142,0.3391,0.1711,13,0.3029,0.0878,0.011,0,0,7304.2,113.4,4.6,0,0,1,0,0,0,0,0,0,0,0,0,0.2082,0.0068,0.0014,0,0,3007.6,12,1.1,0,0,0.1793,0.0059,0,0,0,4387,14.3,0.2,0,0,0.3592,0.027,0.005,0.0072,0.0017,0.0004,0.0007,0.0003,0,0,0,7383.5,31.1,2.8,3.3,0.9,0.2,0.3,0.1,0,0,0,7422.3,0,0,0,0,0,4,0,0,0,0,1,2,0,0
Kalamazoo,O,,all,game,4.0299,508.0004,34,594.2264,0,0,0,308.8968,15.9669,57.9626,4.181,21.0502,18,0.5284,2.0071,1.2058,0.2757,0.0129,4806.2,1936.6,517.8,78,2.9,54,0,0,0,0,0,17,10,6,1,1.6221,0.3235,0.1042,0.0325,0.0112,2842.6,233.7,63.1,16.8,5.3,1.5077,0.328,0.0827,0.016,0.0022,3837.8,260.6,65.4,14,2.2,0.884,1.0577,0.7915,0.6231,0.3004,0.1615,0.0909,0.0562,0.0238,0.0161,0.0246,5285.6,1052.3,458.3,283.1,120.3,60.5,34,20.6,9.5,6.7,10.6,7341.5,0,0,0,0,0,141,122,37,14,0,145,102,40,21
Kalamazoo,I,,all,game,2.5558,270.0703,26,372.5899,0,0,0,198.4048,15.8575,36.2515,2.5853,12.3393,17,2.1076,0.1715,0.1233,0.0957,0.0578,7301.2,63.2,39,26.9,14.2,81,0,0,0,0,0,13,9,2,2,1.0103,0.2023,0.0612,0.0202,0.0036,1467.2,138.7,31.8,10.2,1.9,0.9973,0.2106,0.0433,0.0058,0.0011,5604.9,150.9,32.2,5.6,1.1,0.6599,0.5708,0.5205,0.325,0.2046,0.12,0.0825,0.0397,0.0174,0.0087,0.0066,6264.1,552.6,300.7,150.1,77.3,41.2,30.1,14.9,6.9,3.5,3.1,7444.5,0,0,0,0,0,105,64,18,6,0,97,49,27,8
Kalamazoo,R,,all,game,0.7247,168.0813,9,125.7658,0,0,0,48.1137,17.8261,39.3648,2.8189,13.7362,18,0.0786,0.3769,0.1737,0.0853,0.0102,1474,370.2,73.8,24.3,2.2,3,0,0,0,0,0,2,5,2,0,0.2766,0.0624,0.0166,0.0064,0.0009,339.4,40.6,10.1,4,0.5,0.2861,0.0621,0.0119,0.0011,0.0006,1494.1,46,8.3,1.1,0.4,0.1521,0.1956,0.1338,0.0812,0.0756,0.0337,0.0205,0.011,0.0097,0.0059,0.0055,1574.1,198.8,78,37.2,27.5,12.1,6.6,3.5,3,1.9,1.8,1944.5,0,0,0,0,0,31,13,2,2,0,26,9,9,4
Kalamazoo,N,,all,game,0.8151,55.6866,9,163.2308,0,0,0,96.6268,15.9023,11.9207,0.8297,3.6035,13,0.6649,0.082,0.0366,0.018,0.0136,7170.4,30.2,11.7,5.1,3.3,26,0,0,0,0,0,6,2,1,0,0.3581,0.0555,0.0145,0.0046,0.0003,1604.1,39.4,8,2.6,0.2,0.3127,0.0541,0.0134,0.0018,0.0001,5513.7,41.7,9.4,1.5,0.1,0.2696,0.1657,0.1308,0.1157,0.0605,0.0328,0.0146,0.0106,0.0074,0.0042,0.0032,6881.3,165.9,73.9,49.1,23.6,11.8,5.5,3.9,2.8,1.7,1.2,7220.7,0,0,0,0,0,23,15,3,3,0,24,13,7,1
Kalamazoo,X,,all,game,0.4052,0,0,73.2414,4,0,0,122.3021,9.7979,5.7629,0.3483,0.4579,0,0.2601,0.1082,0.0368,0,0,7277.4,130.5,16.6,0,0,42,4,0,0,0,0,0,0,0,0,0.2055,0.0082,0.0018,0.0001,0.0002,3188.8,10.3,1,0.1,0.1,0.1818,0.0064,0.0008,0.0002,0.0001,4213,10.5,0.4,0.2,0.1,0.3177,0.0347,0.0308,0.015,0.0041,0.0013,0.0003,0.0005,0.0004,0.0003,0,7358.8,39,16.8,6.6,1.9,0.6,0.2,0.2,0.3,0.1,0,7424.6,0,0,0,0,0,5,2,0,1,0,6,3,0,0
Kalamazoo,G,,all,game,2.4964,183.9146,25,414.0996,0,0,0,221.9879,16.4044,36.6186,2.588,13.3858,18,2.1138,0.1732,0.1049,0.045,0.0595,7074.5,63.6,33.3,12.6,14.7,38,0,0,0,0,0,16,5,4,0,1.0202,0.1815,0.056,0.0171,0.0053,2843.3,127.9,30.9,9.2,2.4,0.9767,0.1923,0.0404,0.0059,0.0011,4005.9,143.5,30,4.7,0.9,0.6064,0.7049,0.4747,0.3022,0.1882,0.0978,0.0479,0.0344,0.015,0.0095,0.0154,5937.4,694.4,273.9,136.1,76,36,18.2,12.2,5.1,3.3,6.1,7198.8,0,0,0,0,0,92,61,12,5,0,91,40,21,10
